302016206,Hila,Ziv,1985-05-06,537844220,Ramat Gan
799258702,Shira,Tzadok,1975-09-30,502548748,Tel Aviv
646651118,Idan,Malka,2005-05-24,551651485,Ashdod
632667768,Inbal,Malka,1959-03-03,522064160,Petah Tikva
303635805,Hila,Ben-David,1954-11-12,515480487,Haifa
636489403,Omer,Ziv,1985-06-01,587931058,Netanya
205288611,Shira,Avraham,1996-07-01,562661295,Holon
809797531,Ron,Ziv,1992-07-17,532686000,Holon
942705156,Michal,Abutbul,1961-01-13,536597420,Petah Tikva
314241360,Daniel,Cohen,1959-03-20,556197579,Ashdod
121065055,Noa,Malka,1990-10-25,527353800,Rishon LeZion
543138407,Idan,Hazan,1968-09-25,580935738,Holon
489601917,Tomer,Katz,1988-08-27,523573012,Haifa
989164091,Noa,Hazan,1972-04-11,521643945,Haifa
720046881,Ofir,Barak,1963-03-31,517387840,Rishon LeZion
385321066,Omer,Amar,1977-12-24,538746989,Ashdod
282498842,Amit,Tzadok,1958-11-29,509391469,Haifa
867910701,Aviv,Barak,1970-11-08,522451422,Holon
216674676,Ron,Avraham,1979-05-18,503950679,Ramat Gan
200778361,Idan,Shemesh,1973-08-16,544414600,Haifa
623490063,Aviv,Levi,1964-12-18,583657247,Jerusalem
718084895,Eyal,Ben-David,1984-01-19,561799937,Holon
890623488,Tomer,Peretz,1991-03-13,528310067,Ramat Gan
222522748,Tal,Abutbul,2002-02-08,504248209,Holon
675610128,Tomer,Sharon,1974-10-26,558246139,Holon
732231442,Aviv,Cohen,1995-11-09,526733570,Jerusalem
567352637,Tal,Ben-David,1998-09-25,591329923,Ashdod
437174782,Aviv,Abutbul,1990-03-23,519756398,Ramat Gan
896973596,Lior,Hazan,1954-10-06,550105186,Be'er Sheva
124787141,Ori,Cohen,1999-09-05,578460545,Haifa
587248600,Aviv,Cohen,1991-12-21,560255322,Petah Tikva
151385895,Tomer,Cohen,1974-08-09,553340541,Tel Aviv
667143420,Hila,Abutbul,1999-05-17,511394101,Ramat Gan
403951290,Idan,Ziv,1961-04-12,582020250,Tel Aviv
799658255,Tomer,Amar,1963-05-15,530199332,Be'er Sheva
946589413,Amit,Ben-David,1972-03-24,505602886,Jerusalem
375913224,Shira,Barak,1962-01-31,560162887,Ramat Gan
110532551,Michal,Malka,1961-07-07,578923393,Rishon LeZion
869029092,Ofir,Cohen,2004-10-01,548186896,Haifa
913568600,Ron,Dayan,1991-11-17,518856364,Ramat Gan
130440929,Aviv,Hazan,1964-10-22,596099531,Haifa
193901152,Amit,Cohen,1972-10-06,546987261,Netanya
115674283,Lior,Ziv,1973-05-28,590266696,Be'er Sheva
294557346,Tomer,Golan,1995-05-23,513017142,Ramat Gan
745588939,Inbal,Levi,1968-07-25,508200250,Haifa
604840053,Guy,Cohen,2003-01-24,510460126,Rishon LeZion
186854746,Omer,Barak,1977-07-25,535531307,Haifa
785743985,Ori,Hazan,1968-02-01,531256766,Holon
379926927,Hila,Amar,2001-01-05,566515941,Petah Tikva
335569735,Amit,Shemesh,1997-05-23,545679667,Netanya
500823705,Ron,Ziv,1972-03-12,529658324,Be'er Sheva
655853037,Tomer,Peretz,1988-08-16,598681915,Haifa
620872913,Ron,Tzadok,1987-06-23,531653146,Holon
822386902,Tal,Avraham,1971-04-27,569727413,Tel Aviv
793942949,Lior,Amar,1957-09-08,590366874,Jerusalem
494708371,Aviv,Hazan,1960-07-06,532890401,Be'er Sheva
406350060,Lior,Hazan,1997-05-24,597270153,Ashdod
744541166,Amit,Cohen,1983-01-21,543410306,Netanya
608281507,Idan,Shemesh,1973-01-21,506863618,Netanya
233025558,Ron,Ben-David,1957-03-25,597883546,Be'er Sheva
775579062,Ori,Harari,1954-06-22,551351992,Ramat Gan
565737791,Ofir,Tzadok,1976-12-05,549848863,Petah Tikva
278345196,Tal,Abutbul,2006-09-15,542269001,Netanya
714051919,Tal,Katz,1963-02-18,500840996,Jerusalem
927468908,Tomer,Peretz,1997-08-02,536218532,Netanya
651938317,Ofir,Avraham,1972-01-21,597749327,Ramat Gan
467137650,Omer,Levi,1965-03-24,571709184,Petah Tikva
675033386,Guy,Avraham,2004-09-02,584545411,Netanya
581537784,Shira,Golan,1984-04-18,595776833,Ashdod
569080510,Inbal,Kaplan,1991-10-10,525096733,Holon
933176850,Aviv,Kaplan,2002-04-02,584980456,Haifa
924888731,Guy,Dayan,1983-05-03,514597303,Jerusalem
123889591,Lior,Mizrahi,1992-05-26,586217670,Be'er Sheva
316396883,Yonatan,Tzadok,1954-11-21,535367288,Petah Tikva
974562766,Eyal,Tzadok,1961-11-04,505725768,Ramat Gan
588485108,Tomer,Mizrahi,1959-05-09,579129854,Jerusalem
139987077,Aviv,Amar,2001-04-03,558731899,Ramat Gan
503075904,Amit,Kaplan,1964-05-16,588177424,Ashdod
150886100,Tal,Levi,1991-05-11,576561256,Ashdod
766537646,Eyal,Kaplan,1956-09-06,531923096,Haifa
705808415,Yonatan,Cohen,1979-05-10,509722970,Haifa
525443476,Tal,Ben-David,1993-11-14,540892883,Ramat Gan
327338690,Hila,Golan,1991-10-31,568245777,Jerusalem
579396263,Tal,Barak,1964-04-22,561105126,Jerusalem
980860075,Amit,Barak,1983-06-24,549909612,Tel Aviv
578118209,Lior,Hazan,1962-11-26,582009472,Holon
121502474,Amit,Dayan,1957-01-28,504839963,Ramat Gan
788565519,Aviv,Hazan,1975-03-17,573569890,Rishon LeZion
337501464,Eyal,Golan,1979-01-17,588706751,Holon
722223783,Ofir,Ben-David,1956-12-11,539588951,Holon
745929637,Tomer,Kaplan,1978-07-31,526355368,Be'er Sheva
446763595,Daniel,Hazan,1968-07-11,507015538,Be'er Sheva
164347844,Hila,Dayan,2000-08-23,554612204,Rishon LeZion
153432684,Michal,Dayan,1971-03-19,546002085,Haifa
367041409,Shira,Ben-David,1999-08-13,531339287,Holon
913520210,Noa,Barak,1961-03-23,530877322,Rishon LeZion
297714695,Idan,Levi,1978-04-19,552338026,Be'er Sheva
339014530,Guy,Shemesh,1992-04-30,575153270,Ramat Gan
236786603,Omer,Hazan,1981-11-19,522120742,Holon
831565842,Daniel,Sharon,1996-06-19,592291892,Holon
254904175,Eyal,Shemesh,2005-03-26,582811526,Petah Tikva
154749464,Daniel,Malka,1964-09-30,592256224,Tel Aviv
106823913,Shira,Cohen,1970-05-05,526512513,Rishon LeZion
414316626,Aviv,Hazan,1965-04-16,545577125,Rishon LeZion
770359651,Shira,Peretz,1966-04-12,584387234,Ramat Gan
703776850,Aviv,Hazan,1982-04-15,500409307,Ashdod
160913893,Rotem,Golan,1955-12-02,569375580,Haifa
571289027,Idan,Avraham,1966-06-09,506592351,Rishon LeZion
300685875,Guy,Golan,2004-05-09,584042821,Rishon LeZion
580038886,Michal,Dayan,1976-11-01,557545087,Tel Aviv
379085236,Daniel,Golan,1982-04-01,500598772,Petah Tikva
352089792,Inbal,Sharon,1999-10-26,554391985,Rishon LeZion
809751526,Guy,Shemesh,2004-04-01,502853346,Netanya
790255711,Eyal,Golan,1971-02-13,591148965,Jerusalem
927259391,Idan,Peretz,1972-05-21,507852305,Petah Tikva
300697114,Rotem,Avraham,1965-01-23,538812105,Rishon LeZion
427989892,Amit,Ben-David,2001-12-14,574094395,Holon
104731999,Noa,Kaplan,1961-08-02,509479297,Haifa
277290510,Idan,Katz,1980-04-06,524148056,Netanya
146343109,Aviv,Avraham,1956-11-12,508811347,Tel Aviv
421289999,Amit,Dayan,1986-04-06,595602013,Be'er Sheva
808943895,Hila,Mizrahi,1969-05-14,573918223,Petah Tikva
523388008,Lior,Levi,1967-10-24,565250011,Netanya
195106131,Amit,Golan,1985-07-21,503174212,Tel Aviv
951108053,Ori,Barak,1978-01-09,513861312,Holon
134938340,Tomer,Malka,1974-12-31,598847597,Haifa
960240840,Lior,Hazan,1969-09-19,555900800,Ashdod
375218533,Ori,Katz,1969-05-26,564822406,Holon
931089150,Eyal,Kaplan,1955-11-04,579129126,Be'er Sheva
627217360,Noa,Sharon,1999-02-23,525898010,Be'er Sheva
765921635,Guy,Barak,1967-05-17,523454348,Ashdod
175078783,Shira,Shemesh,1981-05-06,546603614,Holon
181098189,Eyal,Amar,1976-07-26,595070553,Tel Aviv
578303296,Tomer,Golan,1973-03-10,551738957,Ashdod
801483903,Guy,Malka,1958-12-15,590596926,Be'er Sheva
652055112,Ron,Amar,2006-11-09,576793850,Tel Aviv
205096731,Shira,Levi,1973-03-23,525627162,Petah Tikva
765574491,Daniel,Ben-David,1978-02-15,557091621,Ramat Gan
967167857,Ron,Shemesh,1997-11-19,584090415,Rishon LeZion
288012548,Tal,Amar,1988-11-23,567982918,Haifa
716745655,Omer,Golan,1981-06-06,552491244,Be'er Sheva
349943042,Tomer,Malka,2000-06-21,507801709,Ashdod
835357628,Tal,Shemesh,1990-09-20,548974665,Tel Aviv
926151796,Noa,Malka,1976-10-06,566884596,Holon
170476311,Omer,Katz,1956-02-10,537403732,Ramat Gan
152943249,Amit,Harari,1962-01-29,576085127,Be'er Sheva
405385808,Inbal,Levi,1972-01-03,515879683,Tel Aviv
162854543,Ron,Peretz,1966-05-20,508016754,Petah Tikva
480434918,Omer,Ben-David,1993-09-27,580466618,Haifa
355020965,Guy,Ziv,1972-04-18,561527612,Ramat Gan
111533007,Eyal,Barak,1956-10-31,553150947,Petah Tikva
602013357,Lior,Levi,1961-08-10,508619534,Be'er Sheva
637417326,Tal,Levi,1994-10-29,500996677,Haifa
886553988,Ori,Levi,1983-10-21,566849747,Petah Tikva
367550207,Rotem,Avraham,1977-10-03,564358688,Haifa
876785540,Daniel,Tzadok,2003-10-23,542213814,Netanya
767059275,Lior,Tzadok,1975-07-30,501681821,Ashdod
165682443,Shira,Levi,1983-12-05,581156196,Haifa
419832401,Idan,Ziv,1995-06-26,564485052,Petah Tikva
410962502,Guy,Ben-David,1989-01-12,514665546,Be'er Sheva
468701304,Yonatan,Cohen,1962-02-06,568279258,Rishon LeZion
565661395,Michal,Hazan,1980-06-11,574080971,Tel Aviv
335528238,Ori,Avraham,1993-06-20,559246404,Haifa
112742705,Ori,Mizrahi,1967-03-02,574775356,Rishon LeZion
902246089,Aviv,Ziv,1971-07-26,574362698,Netanya
983060617,Omer,Katz,1957-04-02,544747934,Jerusalem
634188128,Tal,Harari,2002-06-18,530312165,Holon
358890331,Omer,Sharon,1983-11-27,502325897,Haifa
585034134,Lior,Tzadok,1954-05-07,596588879,Be'er Sheva
508458268,Tomer,Ziv,1989-08-11,550374958,Rishon LeZion
569598179,Ofir,Avraham,1990-11-15,598790529,Netanya
640036600,Omer,Tzadok,2000-12-20,565460824,Petah Tikva
858675688,Daniel,Cohen,2003-03-10,567897881,Netanya
770913744,Ofir,Dayan,2004-09-20,575786674,Be'er Sheva
549847210,Noa,Malka,2004-05-21,560499776,Jerusalem
548621554,Hila,Ziv,1999-11-13,531961261,Netanya
484495578,Idan,Cohen,1967-08-22,594778742,Rishon LeZion
686931483,Michal,Ziv,1979-01-06,503384375,Haifa
670632947,Guy,Golan,1983-07-31,585474841,Petah Tikva
414131125,Ofir,Dayan,1958-12-29,598994037,Rishon LeZion
447168611,Hila,Katz,1999-06-07,538277703,Holon
545281216,Lior,Mizrahi,1976-09-13,543735840,Tel Aviv
927916320,Aviv,Levi,1996-08-20,511037100,Petah Tikva
743393691,Ofir,Dayan,1975-08-05,597856448,Petah Tikva
803631502,Rotem,Malka,1999-05-17,566188609,Netanya
757351763,Lior,Cohen,1962-09-17,545001162,Haifa
826996680,Rotem,Shemesh,2003-03-18,511263991,Ashdod
143764555,Yonatan,Hazan,1974-09-01,512072213,Haifa
492050992,Rotem,Amar,1988-09-27,585064384,Holon
311784393,Tomer,Malka,1975-04-12,540478154,Rishon LeZion
886939800,Ori,Barak,1999-08-12,558842241,Ashdod
286582552,Daniel,Amar,1982-01-08,534307655,Ashdod
668035126,Eyal,Shemesh,1976-06-05,587445608,Be'er Sheva
378127589,Rotem,Ziv,1981-08-12,567117271,Petah Tikva
760677936,Yonatan,Levi,2001-09-04,572211445,Netanya
738536844,Shira,Malka,1974-05-08,568754079,Haifa
132264095,Noa,Golan,1991-12-16,595531443,Haifa
926559749,Shira,Golan,1962-11-22,567445569,Be'er Sheva
589073536,Yonatan,Ben-David,1967-04-15,545599488,Netanya
860923150,Rotem,Ziv,1982-11-04,537839387,Tel Aviv
595351873,Hila,Katz,1999-06-24,550407077,Be'er Sheva
718179719,Daniel,Avraham,1980-01-12,507794379,Netanya
577645975,Michal,Cohen,2000-04-27,546370800,Holon
642311259,Tal,Shemesh,2005-02-20,584013150,Jerusalem
262180529,Rotem,Mizrahi,1966-01-27,506544405,Netanya
835425519,Eyal,Malka,1996-02-12,571622587,Ramat Gan
870880025,Ori,Harari,1992-12-16,533432544,Be'er Sheva
832010443,Aviv,Levi,1974-09-17,530659636,Be'er Sheva
739732268,Rotem,Kaplan,1981-11-12,518413905,Petah Tikva
125478540,Ron,Levi,1991-07-09,533056049,Rishon LeZion
484821493,Yonatan,Golan,1954-04-05,557973156,Tel Aviv
596823946,Tal,Amar,1974-11-28,537376543,Holon
950189399,Aviv,Kaplan,1973-10-03,503078049,Haifa
510716800,Yonatan,Tzadok,1968-07-14,588263110,Holon
116809193,Idan,Harari,1983-06-26,568113178,Netanya
557387584,Shira,Avraham,1993-09-12,576024932,Holon
856141290,Eyal,Kaplan,1995-07-07,549305251,Haifa
127373899,Guy,Katz,1998-10-13,577595609,Jerusalem
452354109,Idan,Shemesh,1976-02-28,571899898,Ramat Gan
244282748,Ofir,Mizrahi,1985-11-15,591432981,Ashdod
888469205,Guy,Hazan,1984-04-17,511282383,Jerusalem
264594643,Guy,Shemesh,1984-04-26,520759795,Netanya
103198638,Ori,Shemesh,2000-03-16,589521001,Ramat Gan
990265405,Noa,Barak,1968-10-09,517950491,Ramat Gan
961074382,Ori,Amar,1989-01-06,587557964,Ramat Gan
991164471,Tal,Barak,1986-06-07,533465260,Jerusalem
937895475,Ofir,Mizrahi,2004-04-24,599444299,Haifa
442531669,Amit,Shemesh,1965-10-11,571233761,Holon
952751158,Guy,Mizrahi,1999-01-24,546107063,Tel Aviv
691399121,Daniel,Hazan,1960-01-01,516987942,Petah Tikva
204520642,Amit,Levi,1973-07-17,507031999,Netanya
312816743,Ofir,Barak,1989-04-22,504297733,Petah Tikva
524957376,Tomer,Kaplan,1999-05-29,500242368,Haifa
886567223,Michal,Tzadok,1997-04-20,563590903,Jerusalem
106107388,Ori,Sharon,1996-05-15,510225140,Netanya
644870997,Inbal,Katz,1977-01-15,532695643,Ramat Gan
246927292,Amit,Tzadok,1960-08-02,522440577,Ashdod
510334717,Yonatan,Malka,2005-05-06,549888865,Holon
587927685,Ron,Shemesh,1970-03-19,581778740,Petah Tikva
762854976,Omer,Dayan,2000-01-06,508564505,Ramat Gan
106210399,Tal,Kaplan,1975-05-10,551455444,Rishon LeZion
673012407,Amit,Harari,1969-07-08,544474742,Jerusalem
648046509,Yonatan,Ben-David,1967-10-13,506880178,Ramat Gan
134463780,Daniel,Shemesh,1964-04-04,522101894,Be'er Sheva
432026089,Tomer,Malka,1955-11-23,579069076,Petah Tikva
372000492,Tal,Ziv,1957-05-17,508277267,Haifa
451143202,Hila,Sharon,1970-11-22,555806876,Rishon LeZion
390750761,Tomer,Sharon,1986-07-25,516781180,Rishon LeZion
291145247,Aviv,Malka,1995-10-30,532584846,Be'er Sheva
914566516,Ofir,Hazan,2006-07-11,577380153,Jerusalem
530516374,Amit,Katz,1959-03-10,588743541,Rishon LeZion
694876741,Michal,Ziv,1985-03-22,565922917,Be'er Sheva
228630954,Michal,Abutbul,1982-06-07,503729065,Ramat Gan
310449903,Yonatan,Hazan,1997-01-31,582169382,Ramat Gan
477791140,Daniel,Amar,1993-05-28,562310811,Holon
595566634,Lior,Harari,1967-06-18,549009887,Jerusalem
188163518,Inbal,Kaplan,2003-02-11,517314648,Haifa
641246037,Omer,Shemesh,2001-08-13,524842402,Tel Aviv
385015287,Lior,Dayan,1980-05-11,555091006,Ashdod
333059661,Omer,Harari,1987-11-15,562622794,Ramat Gan
832006368,Daniel,Levi,1981-06-05,503802073,Be'er Sheva
